GeneID	log2(FC)
FBgn0037850	0.568411463336848
FBgn0261547	-0.539023489522946
FBgn0036862	0.850472120392518
FBgn0031637	-0.413939308585487
FBgn0020386	-0.404103664372312
FBgn0035084	-0.733525514688865
FBgn0033446	-0.864239709135546
FBgn0004197	-0.447425337414512
FBgn0261545	-0.51325246265476
FBgn0050085	-0.423601605526279
FBgn0033362	-0.76504576757583
FBgn0037844	0.612151979027028
FBgn0013770	-0.341048229741648
FBgn0037678	1.01398504398498
FBgn0259110	-0.48729452089216
FBgn0034476	-0.795421427525122
FBgn0038256	-0.582683853370638
FBgn0262103	-0.487278105193
FBgn0032156	-0.397744422724157
FBgn0259734	0.657142623632339
FBgn0030362	-0.42531263339841
FBgn0267727	0.390909092034734
FBgn0265042	-0.754542282583645
FBgn0022382	-0.469131927179277
FBgn0028490	-0.423286537548809
FBgn0039026	-0.413293777760227
FBgn0015795	-0.427454634607177
FBgn0036752	0.473426138977261
FBgn0086358	-0.448628366610523
FBgn0027843	0.536419354207939
FBgn0063667	0.971451953805408
FBgn0038545	0.823969603296553
FBgn0030752	-0.391210674613774
FBgn0264343	0.966935395196765
FBgn0034398	-0.389193552987279
FBgn0015576	-0.713343331875998
FBgn0265048	-0.366497250869071
FBgn0266377	-0.400346779860475
FBgn0032899	-0.5367400498587
FBgn0038237	-0.990394190471847
FBgn0263336	-0.82878295449503
FBgn0010786	0.405782761576037
FBgn0023477	0.443533906558145
FBgn0036641	0.636097122557194
FBgn0029608	-0.532504996429159
FBgn0270926	-0.43853500438112
FBgn0002609	-0.949948124816262
FBgn0032820	0.535224919793192
FBgn0020414	-0.397340333944156
FBgn0041604	0.544616084642602
FBgn0250904	0.970450957769386
FBgn0032330	-0.585719039988267
FBgn0027590	-0.510279726742081
FBgn0011674	0.764395117423591
FBgn0086687	-0.338333716458222
FBgn0000256	-0.457097469437937
FBgn0026179	0.603161274798494
FBgn0001297	-0.413329884527604
FBgn0261444	0.54790913427498
FBgn0020376	-0.951812518546215
FBgn0000286	-0.514746682514745
FBgn0029092	-0.453688667693609
FBgn0029664	0.502196275792187
FBgn0052677	0.910765406620191
FBgn0030052	-0.381375665929146
FBgn0020618	-0.422436536501633
FBgn0004652	-0.556840359286975
FBgn0051361	0.53644933481604
FBgn0033363	-0.78118003319751
FBgn0011606	0.40909095885804
FBgn0011710	0.358368076758824
FBgn0003891	-0.408116910031375
FBgn0003507	-0.41584447221835
FBgn0042094	-0.735736167783686
FBgn0265419	-0.628489965029518
FBgn0262081	0.367870103374469
FBgn0038290	-0.432945690088623
FBgn0051637	-0.417215198391941
FBgn0029114	-0.41001988567274
FBgn0034501	-0.494619173151495
FBgn0023507	-0.455212108723321
FBgn0033268	0.794464117213249
FBgn0035523	0.938190068068643
FBgn0031012	-0.426778444998708
FBgn0010228	0.458743657659926
FBgn0052311	-0.535419032340184
FBgn0026189	0.388056371794038
FBgn0030993	-0.417320388922193
FBgn0028939	-0.950566919710471
FBgn0013548	-0.469145983182779
FBgn0035091	0.503365853391606
FBgn0028331	-0.390919402931381
FBgn0033448	-0.509616405790366
FBgn0035165	0.349532383030534
FBgn0015801	-0.414103876487316
FBgn0031049	0.638557574773348
FBgn0038815	0.620887108223788
FBgn0032400	-0.677510986480486
FBgn0010300	-0.388085896653033
FBgn0053556	0.779131605650359
FBgn0033128	-0.507068191680729
FBgn0000490	0.716053656703049
FBgn0264895	0.692892716078593
FBgn0035710	0.912913627497993
FBgn0033033	-0.375640107752513
FBgn0038049	0.442725957472661
FBgn0015522	-0.733368241456847
FBgn0029002	0.899996883214208
FBgn0035390	0.393659124420772
FBgn0038261	0.912879642792928
FBgn0031268	0.695865752718881
FBgn0030863	0.377190351025761
FBgn0033402	-0.402331576779027
FBgn0003041	0.390980193100562
FBgn0031538	0.574662199377804
FBgn0039869	0.395526920806799
FBgn0028397	-0.591619839539708
FBgn0052529	-0.371827695896147
FBgn0036560	0.912290909985643
FBgn0038912	-0.496198241708701
FBgn0031148	0.461435572750985
FBgn0025740	-0.539789253356966
FBgn0265274	0.86571330870702
FBgn0021795	0.379953595382725
FBgn0250785	0.402599002555555
FBgn0034804	-0.889063560124307
FBgn0038804	0.696041985186656
FBgn0039178	0.890049173008135
FBgn0027375	-0.450852636061282
FBgn0026372	-0.337072437439192
FBgn0263042	-0.86767360785459
FBgn0001977	0.420480517094056
FBgn0053138	0.412372963166956
FBgn0036770	-0.38000534905295
FBgn0032436	0.888675609081648
FBgn0259714	-0.750500489449829
FBgn0027578	-0.527661509951899
FBgn0015903	-0.466237441758078
FBgn0003557	-0.338975444010179
FBgn0011206	-0.598184602119641
FBgn0036449	0.371929127675692
FBgn0262870	-0.888696606566643
FBgn0038088	-0.549044468964717
FBgn0032482	-0.345204679038352
FBgn0031769	0.35265248719703
FBgn0037222	-0.57628063353064
FBgn0028434	0.755528905920428
FBgn0039651	0.762895931121216
FBgn0263118	0.473320969873194
FBgn0037046	0.890820310556704
FBgn0264702	0.79960326183322
FBgn0266421	0.495508566471123
FBgn0034793	0.500898548102924
FBgn0001206	0.42457858883843
FBgn0051116	0.591132412119292
FBgn0032601	-0.711793990801017
FBgn0011592	0.448038448155899
FBgn0020391	0.549250371154758
FBgn0032078	0.35276193579342
FBgn0036059	-0.446809304819228
FBgn0039804	-0.419140666671009
FBgn0035312	-0.56859008718809
FBgn0039644	0.398943693111963
FBgn0039876	0.545506660450465
FBgn0026150	0.384932432688183
FBgn0028325	-0.368402716367497
FBgn0035285	0.376212524605005
FBgn0050185	0.452454933182024
FBgn0051955	-0.47565592704527
FBgn0030672	-0.372760987115132
FBgn0038595	-0.641111531878097
FBgn0032881	0.579315845500415
FBgn0265140	0.332643920681305
FBgn0036688	0.517153124958472
FBgn0003890	-0.528884569482668
FBgn0267975	-0.411932052951802
FBgn0028540	-0.680367299527043
FBgn0262127	-0.436183090943171
FBgn0025682	-0.338076206445864
FBgn0035173	0.454030084710086
FBgn0032420	0.638991199712376
FBgn0024273	-0.374369505210095
FBgn0052687	-0.478540988750834
FBgn0034636	-0.845676723312628
FBgn0034894	-0.455137650089865
FBgn0259935	0.791314364476533
FBgn0036821	-0.869527506231549
FBgn0263257	-0.753020638674559
FBgn0035811	0.762943255644132
FBgn0029881	-0.444958174893245
FBgn0266417	-0.693450368512382
FBgn0027552	-0.466228655231397
FBgn0050359	0.817567522377547
FBgn0033356	-0.472270253844249
FBgn0031914	-0.466443718165218
FBgn0036196	-0.607295376175807
FBgn0034013	0.358831034546355
FBgn0037074	-0.305473436416776
FBgn0085354	0.620897432142314
FBgn0033502	-0.698283930313204
